"강좌명","접수상태","운영기간(시작)","운영기간(종료)","신청기간(시작)","신청기간(종료)","수강료","시간(시작)","시간(종료)","문의전화","첨부파일","운영기관","정원","접수","잔여","위치정보(위도)","위치정보(경도)","주소"
"[주말] 전통주&식초★","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","31500","10:00","13:00","051-320-8332, 8343","-","여성문화회관","14","14","0","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 사랑이 담긴 손뜨개★","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","20","6","14","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 정리수납전문가(2급)★","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","14:00","16:00","051-320-8332, 8343","-","여성문화회관","20","10","10","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[야간] 동화구연지도사 통합자격과정(2,3급)★","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","18:30","20:30","051-320-8332, 8343","-","여성문화회관","20","15","5","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[주말] 프랑스자수★","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","31500","10:00","13:00","051-320-8332, 8343","-","여성문화회관","20","12","8","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[숙련] 한국무용","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","12:00","14:00","051-320-8332, 8343","-","여성문화회관","14","14","0","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[숙련] 플라워아트","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","14:00","16:00","051-320-8332, 8343","-","여성문화회관","15","12","3","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[숙련] 풍물놀이","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","16:00","18:00","051-320-8332, 8343","-","여성문화회관","14","13","1","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[숙련] 요리","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","31500","10:00","13:00","051-320-8332, 8343","-","여성문화회관","14","14","0","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[숙련] 서예","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","12:00","14:00","051-320-8332, 8343","-","여성문화회관","6","5","1","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[숙련] 서양화","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","12:00","16:00","051-320-8332, 8343","-","여성문화회관","20","20","0","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[숙련] 생활양재","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","12:00","14:00","051-320-8332, 8343","-","여성문화회관","21","20","1","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[숙련] 민요·판소리","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","12:00","14:00","051-320-8332, 8343","-","여성문화회관","14","13","1","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[숙련] 전통다도","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","13","13","0","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[숙련] 기타연주","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","13:00","15:00","051-320-8332, 8343","-","여성문화회관","13","12","1","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[숙련] 가야금","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","12:00","14:00","051-320-8332, 8343","-","여성문화회관","10","10","0","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[숙련] IT정보활용","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","12:00","14:00","051-320-8332, 8343","-","여성문화회관","22","19","3","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[숙련] 합창단","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","11:00","13:00","051-320-8332, 8343","-","여성문화회관","24","23","1","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[숙련] 한복","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","15:00","17:00","051-320-8332,8343","-","여성문화회관","15","15","0","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[숙련] 한국화","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","31500","12:00","15:00","051-320-8332, 8343","-","여성문화회관","9","9","0","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[예술봉사단] 한국무용","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","-","12:00","14:00","051-320-8332, 8343","-","여성문화회관","8","8","0","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[예술봉사단] 풍물놀이","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","-","12:00","14:00","051-320-8332, 8343","-","여성문화회관","10","10","0","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[예술봉사단] 서예","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","-","12:00","14:00","051-320-8332, 8343","-","여성문화회관","8","8","0","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[예술봉사단] 민요·판소리","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","-","12:00","14:00","051-320-8332, 8343","-","여성문화회관","10","10","0","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[예술봉사단] 기타연주","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","-","10:00","12:00","051-320-8332, 8343","-","여성문화회관","11","11","0","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[예술봉사단] 가야금","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","-","12:00","14:00","051-320-8332, 8343","-","여성문화회관","10","10","0","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 가야금","교육중","2024-04-15","2024-07-13","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","20","14","6","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 고전의 향기(노자)","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","14:00","16:00","051-320-8332, 8343","-","여성문화회관","20","13","7","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 국학기공과 명상","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","29750","10:00","11:00","051-320-8332, 8343","-","여성문화회관","30","24","6","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 다도(전통?실용)★","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","20","13","7","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 닥종이인형","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","20","12","8","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 단소·소금·대금 교실","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","13:00","15:00","051-320-8332, 8343","-","여성문화회관","20","10","10","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 문인화·민화","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","20","15","5","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 미니어처 한복","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","13:30","15:30","051-320-8332, 8343","-","여성문화회관","20","18","2","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 민요·판소리","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","20","14","6","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 서예","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","20","14","6","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 즐거운 가곡교실","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","50","44","6","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 즐거운 전통무예 택견","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","11:10","12:10","051-320-8332, 8343","-","여성문화회관","20","16","4","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 풍물놀이","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","14:00","16:00","051-320-8332, 8343","-","여성문화회관","20","13","7","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 한국무용","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","20","16","4","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 한복★","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","12:00","14:00","051-320-8332, 8343","-","여성문화회관","18","15","3","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 한지공예★","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","16","8","8","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 어른들의 한글 책읽기","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","13:00","15:00","051-320-8332, 8343","-","여성문화회관","25","14","11","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 중국어 회화","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","20","13","7","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 초급일본어","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","25","23","2","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 테마일본어","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","25","16","9","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 톡톡잉글리시","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","42000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","25","18","7","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
"[정규] 한자 자격증(2급)★","교육중","2024-04-15","2024-07-15","2024-04-15 09:00:00","2024-04-19 18:00:00","21000","10:00","12:00","051-320-8332, 8343","-","여성문화회관","25","18","7","35.1400822597","128.9898142978","부산 사상구 학감대로 95 (학장동, 부산광역시여성문화회관)"
